Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor4,Class
156645,1504.799,569.848846,352.3202346,1.61741731,0.785966072,158624,446.5944564,0.776065793,0.987523956,0.869299467,0.783706872,0.003637836,0.000846521,0.614196461,0.993411987,BOMBAY
36644,712.69,260.2830363,179.7242829,1.448235219,0.723336624,37039,216.0013655,0.810134418,0.989335565,0.90659101,0.829871084,0.007103019,0.002078094,0.688686016,0.997379343,SIRA
25895,592.636,217.8824446,151.4506889,1.438636207,0.718910392,26198,181.5779117,0.724781684,0.988434232,0.926509167,0.833375594,0.008414074,0.002503509,0.69451488,0.999154253,DERMASON
42402,800.745,318.293212,171.8010823,1.852684557,0.841820685,43064,232.3529711,0.703219066,0.984627531,0.831012841,0.729996627,0.007506561,0.001314935,0.532895075,0.987286476,HOROZ
46851,854.53,328.9176038,183.1554803,1.795838176,0.830617735,47631,244.2387068,0.717286464,0.98362411,0.806258119,0.742552858,0.007020503,0.001316611,0.551384747,0.990197779,HOROZ
68670,1050.566,413.9228612,212.2300571,1.950349856,0.858550792,69637,295.6913248,0.710781269,0.986113704,0.781862221,0.714363357,0.00602771,0.000968297,0.510315006,0.995292798,CALI
36675,742.917,285.8908964,166.8819538,1.713132487,0.8119507,37613,216.0927123,0.778827777,0.975061814,0.835024838,0.755857269,0.007795253,0.001569528,0.571320211,0.978747214,SIRA
68256,1015.699,395.5950337,221.897243,1.782784808,0.827869879,69414,294.7986404,0.797569526,0.983317486,0.831420346,0.745203087,0.005795755,0.001102525,0.555327641,0.990029682,CALI
31992,640.338,212.8873637,191.4872537,1.111757361,0.436968432,32258,201.8253689,0.774212284,0.991753984,0.980466376,0.948038274,0.006654394,0.003315826,0.898776569,0.999221466,SEKER
186439,1663.337,627.8109193,382.6947468,1.640500489,0.792732192,188370,487.2181313,0.848622642,0.989748898,0.846810301,0.776058709,0.00336738,0.000753443,0.602267119,0.988019504,BOMBAY
38857,752.396,280.8577702,176.3655002,1.592475681,0.778251204,39375,222.428121,0.697712418,0.986844444,0.862553765,0.791960005,0.007227984,0.001753921,0.627200649,0.998801781,SIRA
24697,584.479,219.7676145,143.3554747,1.533025613,0.757956739,24966,177.3279364,0.717769123,0.989225346,0.908481823,0.806888389,0.008898555,0.002326768,0.651068872,0.998105257,DERMASON
59618,927.753,340.2482659,224.5974328,1.514925,0.751178891,60538,275.5140562,0.780595745,0.984802934,0.870407315,0.809744189,0.00570714,0.001513525,0.655685652,0.993314587,CALI
33809,669.341,230.2474971,187.1642998,1.230189184,0.582426873,34143,207.4776031,0.784067718,0.990217614,0.948303455,0.901106877,0.006810243,0.002769795,0.811993604,0.998905748,SEKER
35555,697.407,238.2386137,190.2546224,1.252209332,0.601877373,36021,212.7675539,0.756087188,0.987063102,0.918624328,0.89308593,0.006700566,0.002629446,0.797602479,0.998765267,SEKER
25860,585.72,213.9460065,154.1022302,1.388338158,0.693677617,26144,181.4551587,0.792085273,0.989137087,0.947236179,0.848135292,0.008273241,0.002640681,0.719333474,0.99867811,DERMASON
36144,730.977,271.9255104,169.5989374,1.603344422,0.781666753,36732,214.5226564,0.689797321,0.983992159,0.850038611,0.788902285,0.007523393,0.001797572,0.622366815,0.997868361,SIRA
24331,580.643,212.9238094,145.643678,1.461950235,0.729465307,24677,176.0090661,0.724136905,0.985978847,0.90688336,0.826629331,0.008751133,0.002520503,0.683316051,0.998974062,DERMASON
34291,671.507,230.658067,189.6239312,1.216397453,0.569343533,34619,208.9513274,0.78204251,0.990525434,0.955628131,0.905892129,0.00672649,0.002794308,0.820640549,0.998225074,SEKER
35532,676.181,231.1069967,195.8801972,1.179838493,0.530677806,35820,212.6987247,0.791640674,0.991959799,0.976570477,0.920347405,0.006504193,0.002878594,0.847039346,0.999369626,SEKER
50035,846.474,279.4366973,228.683881,1.221934384,0.574685217,50802,252.4015464,0.806391826,0.984902169,0.877518987,0.903251251,0.005584825,0.002293103,0.815862822,0.996930835,BARBUNYA
39789,746.535,274.5095337,185.3600269,1.480953247,0.737597392,40254,225.0798264,0.732398255,0.988448353,0.897165451,0.81993446,0.006899131,0.001923494,0.672292519,0.99563379,SIRA
179166,1593.298,584.1270946,392.7594104,1.487238954,0.74019987,181118,477.6203893,0.765614317,0.989222496,0.886893435,0.817665186,0.003260256,0.000898946,0.668576356,0.9943328,BOMBAY
26160,593.629,217.3275156,153.5819723,1.415058762,0.707528877,26449,182.5046479,0.725860155,0.989073311,0.932861964,0.839767792,0.008307627,0.002548553,0.705209944,0.997913511,DERMASON
24723,592.848,218.6189668,144.2485864,1.515570947,0.751426024,25152,177.4212537,0.737647691,0.982943702,0.883943109,0.811554717,0.008842736,0.002366125,0.658621059,0.998186942,DERMASON
60353,950.902,344.2840281,224.5974163,1.532893983,0.75790853,61174,277.2071901,0.78564176,0.986579266,0.838759023,0.805170056,0.005704506,0.001478932,0.648298819,0.993773359,BARBUNYA
55796,900.322,330.2017687,215.5174973,1.532134388,0.757630026,56573,266.5364396,0.770131125,0.986265533,0.865002185,0.807192647,0.005918019,0.001549762,0.651559969,0.998277434,BARBUNYA
47338,842.469,340.3162877,178.3323162,1.908326516,0.851706365,47798,245.5048137,0.700276631,0.990376166,0.838131013,0.721401892,0.007189072,0.001201052,0.520420689,0.993132601,HOROZ
37380,712.641,262.2792261,182.202474,1.439493221,0.719310292,37823,218.1597905,0.806281141,0.98828755,0.924927201,0.831784483,0.007016566,0.002071799,0.691865426,0.99593559,SIRA
38509,733.994,272.1738968,180.7717392,1.505621941,0.74757504,38979,221.4298571,0.763295078,0.987942225,0.898229027,0.813560226,0.0070678,0.001909954,0.661880242,0.996541415,SIRA
171308,1592.272,603.421354,363.3694615,1.660627592,0.798358861,173826,467.0290354,0.786621177,0.98551425,0.849088566,0.773968359,0.003522435,0.000779679,0.599027021,0.9947608,BOMBAY
39900,756.421,292.0864695,175.1400879,1.667730518,0.800286914,40361,225.3935621,0.663010967,0.988578083,0.876305636,0.771667248,0.007320463,0.001601174,0.595470341,0.993084061,SIRA
55660,936.905,325.913361,217.9664207,1.495245736,0.743454614,56773,266.2114067,0.705449937,0.980395611,0.796823168,0.816816487,0.005855432,0.001607817,0.667189174,0.997611767,BARBUNYA
57862,951.333,372.4370305,201.9925213,1.84381594,0.840150402,59220,271.4262083,0.72654445,0.977068558,0.803411754,0.72878416,0.006436643,0.001120043,0.531126351,0.979299233,CALI
25340,588.451,213.2593484,151.9092117,1.403860543,0.701853353,25607,179.6215189,0.714608009,0.989573164,0.919593439,0.842267972,0.008415917,0.002612657,0.709415337,0.995920201,DERMASON
35031,675.649,232.0680178,192.5367815,1.205317841,0.558273939,35369,211.1938789,0.79899188,0.990443609,0.964317665,0.910051635,0.006624647,0.002802894,0.828193978,0.998236977,SEKER
58003,934.279,338.0408857,219.0556948,1.543173238,0.761627245,58862,271.7567171,0.816207925,0.985406544,0.835039743,0.803916711,0.00582799,0.00150156,0.646282079,0.997325208,BARBUNYA
46261,848.807,350.4626603,169.0434528,2.073210494,0.875982057,46904,242.6959715,0.795682835,0.986291148,0.80687633,0.692501653,0.007575769,0.001074706,0.479558539,0.994225796,HOROZ
62683,1007.347,343.3923073,233.9888426,1.467558468,0.731907633,64225,282.5074767,0.701646574,0.975990658,0.776249695,0.822695997,0.005478237,0.001548025,0.676828704,0.993285695,BARBUNYA
169165,1581.568,591.8558128,366.3766662,1.615429877,0.785367124,171119,464.0986615,0.683992399,0.988581046,0.849854618,0.784141427,0.00349869,0.000815949,0.614877777,0.993291932,BOMBAY
62499,1002.996,353.6828434,225.352307,1.569466264,0.77073215,63749,282.092535,0.723745006,0.980391849,0.780700631,0.797586143,0.005659016,0.001412639,0.636143656,0.998406007,BARBUNYA
68100,1014.884,384.1957345,227.0617879,1.692031663,0.806667535,69047,294.4615645,0.72262309,0.986284705,0.830852947,0.766436319,0.005641641,0.001200852,0.587424631,0.993941075,CALI
57812,906.071,289.5485579,254.9310128,1.135791816,0.474151929,58725,271.3089098,0.769390471,0.984452959,0.88491875,0.9370066,0.005008451,0.002381517,0.877981369,0.997204053,BARBUNYA
39530,742.108,278.3444836,181.3849342,1.534551284,0.758514388,39940,224.3460702,0.740900401,0.989734602,0.901991514,0.806001496,0.007041348,0.00183307,0.649638411,0.996903458,SIRA
33468,659.987,224.4599389,189.9543464,1.181652029,0.53274976,33748,206.4286344,0.792329545,0.991703212,0.965536869,0.91966805,0.006706703,0.002959465,0.845789323,0.999428669,SEKER
35609,686.971,230.1693895,197.1409408,1.167537238,0.516140833,36002,212.9290655,0.789329018,0.98908394,0.948184461,0.925097234,0.006463798,0.00292023,0.855804892,0.999184079,SEKER
35247,682.573,234.9905396,191.2353297,1.228802962,0.581144872,35605,211.8439856,0.759012016,0.989945232,0.950678806,0.90150006,0.006666966,0.002716258,0.812702358,0.998651065,SEKER
25017,585.64,214.5476596,149.0574024,1.439362663,0.719249431,25394,178.4730615,0.713426111,0.985153973,0.916607969,0.831857415,0.008576075,0.002533167,0.691986759,0.996019904,DERMASON
63127,989.856,351.1002035,229.1462507,1.532210116,0.757657815,64252,283.5062482,0.718528046,0.982490817,0.809619528,0.807479589,0.005561807,0.001458552,0.652023287,0.999036677,BARBUNYA
36474,713.319,259.3227454,179.5186179,1.444545131,0.721648717,36885,215.4997428,0.811290538,0.988857259,0.900794392,0.8310098,0.007109797,0.002091518,0.690577288,0.997570059,SIRA
24277,582.828,220.2652552,141.9059831,1.552191461,0.764814616,24743,175.8136412,0.686760962,0.98116639,0.898098698,0.798190532,0.009073001,0.002271732,0.637108125,0.988913791,DERMASON
65049,964.019,371.5166427,224.0672843,1.658058399,0.797654197,65696,287.7897829,0.813071846,0.990151607,0.879588011,0.774634969,0.005711335,0.001268545,0.600059335,0.99493342,CALI
60155,959.281,352.8874658,217.4922322,1.622529054,0.787494419,61020,276.7520999,0.681967622,0.98582432,0.821466599,0.784250297,0.005866303,0.001368873,0.615048529,0.997934108,BARBUNYA
33330,653.776,224.3601667,189.4313875,1.184387496,0.535842011,33580,206.0026068,0.790184922,0.992555092,0.979912348,0.918178168,0.006731478,0.002951196,0.843051148,0.998499238,SEKER
35481,679.09,237.9018822,190.0844881,1.251558634,0.601326085,35754,212.5460239,0.789010207,0.992364491,0.966832064,0.893418841,0.00670505,0.002635131,0.798197226,0.99899063,SEKER
43978,836.878,331.8858573,169.5511465,1.957438001,0.859656873,44747,236.6316308,0.640285361,0.98281449,0.789080001,0.712991005,0.007546634,0.00120301,0.508356173,0.99507569,HOROZ
44049,812.823,322.7544975,176.2762927,1.830958051,0.837679472,44699,236.822568,0.817235622,0.985458288,0.837826223,0.73375451,0.00732717,0.001310144,0.53839568,0.985779906,HOROZ
63169,970.643,365.6305243,222.0500065,1.646613436,0.794467186,63951,283.6005444,0.720811082,0.987771888,0.842548311,0.775647889,0.005788132,0.00129234,0.601629648,0.990651462,CALI
37834,743.388,286.8789789,168.8360245,1.699157391,0.808477564,38479,219.4806254,0.758987321,0.98323761,0.860322004,0.765063464,0.007582571,0.001602456,0.585322104,0.99455438,SIRA
53249,919.923,325.3866286,208.9174205,1.557489212,0.766655211,54195,260.3818974,0.696684635,0.982544515,0.790712066,0.800223102,0.006110662,0.001545654,0.640357014,0.997349141,BARBUNYA
46563,852.78,352.41319,168.93977,2.086028588,0.877607539,47203,243.486864,0.690927707,0.98644154,0.804594028,0.690913027,0.007568524,0.00106386,0.477360811,0.995788299,HOROZ
39600,736.956,276.151578,183.0653099,1.508486661,0.748693747,39961,224.5446191,0.757749713,0.990966192,0.91626676,0.813120898,0.006973525,0.00188041,0.661165595,0.99735948,SIRA
47775,852.11,341.6923548,178.6041407,1.913126725,0.852513916,48428,246.6353974,0.794079516,0.986516065,0.82683573,0.721805431,0.007152116,0.001197553,0.52100308,0.996744916,HOROZ
34151,674.271,231.5136009,188.035623,1.231222027,0.583377426,34580,208.524348,0.750455974,0.987593985,0.943939862,0.900700206,0.006779116,0.002752161,0.811260861,0.998842241,SEKER
24804,592.071,226.1977418,140.3521638,1.611644136,0.784218811,25093,177.7116588,0.741724231,0.988482844,0.889168374,0.78564736,0.009119406,0.002143172,0.617241775,0.994774087,DERMASON
33433,657.349,225.0025125,189.5660154,1.186934863,0.538686621,33708,206.3206672,0.776807082,0.991841699,0.972284135,0.916970503,0.006729953,0.002935035,0.840834904,0.998016261,SEKER
58877,964.919,376.8503384,202.2688788,1.863115772,0.843750686,60278,273.7965023,0.713816348,0.976757689,0.794646218,0.726539091,0.006400638,0.001100117,0.527859051,0.983462523,CALI
63557,1023.845,372.0830453,218.3550724,1.704027487,0.809699298,64632,284.4701843,0.714115572,0.983367372,0.761912022,0.764534122,0.00585432,0.001233797,0.584512424,0.996025236,BARBUNYA
42193,811.097,318.9430398,169.096703,1.886157649,0.84788613,42842,231.7796283,0.746514508,0.984851314,0.805943653,0.726711668,0.007559146,0.001300472,0.528109848,0.996098429,HOROZ
35330,682.682,234.6395107,192.0162337,1.221977466,0.574726302,35655,212.0932651,0.746871301,0.990884869,0.952613205,0.903911129,0.006641367,0.002734892,0.81705533,0.998423202,SEKER
129409,1348.888,484.364424,341.1726593,1.419704689,0.709831188,130688,405.9170559,0.79933414,0.990213333,0.893763394,0.838040607,0.003742896,0.001138801,0.702312059,0.997075723,BOMBAY
34594,670.069,233.4408877,188.8659908,1.236013359,0.587736043,34848,209.8724584,0.781432121,0.992711203,0.968214523,0.899038984,0.006748017,0.002719381,0.808271095,0.99903387,SEKER
63988,992.483,351.3899746,233.0086792,1.508055304,0.748525812,65106,285.4330955,0.790287521,0.982828004,0.816323402,0.812297208,0.005491498,0.001474791,0.659826755,0.995055238,BARBUNYA
61387,960.455,318.9882422,245.2603572,1.300610689,0.639405632,62237,279.5717366,0.803789347,0.986342529,0.83624249,0.876432732,0.005196348,0.001891265,0.768134334,0.999043726,BARBUNYA
35906,708.182,265.8057944,172.462698,1.541236438,0.760933637,36238,213.8151985,0.810921903,0.990838346,0.899678045,0.804403828,0.007402824,0.001911938,0.647065518,0.997280955,SIRA
24827,578.304,214.1926993,147.7881718,1.449322341,0.723830688,25121,177.794033,0.716507937,0.988296644,0.932871265,0.830065794,0.00862741,0.002526447,0.689009223,0.99859646,DERMASON
25757,620.685,238.2027642,138.9055878,1.714853722,0.812371592,26150,181.0934316,0.72727016,0.984971319,0.84016124,0.760249077,0.009248079,0.001905702,0.577978659,0.991148854,DERMASON
68552,1014.755,390.4415269,226.0322675,1.727370748,0.815388241,69827,295.437163,0.761485826,0.981740587,0.836580224,0.75667454,0.005695553,0.001151734,0.57255636,0.989017108,CALI
66967,997.021,388.6036138,221.1781139,1.75697137,0.822225933,68035,292.0017681,0.704063502,0.984302197,0.846568483,0.751412899,0.005802912,0.001141144,0.564621345,0.992023539,CALI
162230,1486.167,543.4072553,381.8371778,1.423138675,0.711513713,163470,454.4861399,0.782834863,0.99241451,0.923008722,0.836363769,0.00334961,0.001011009,0.699504353,0.995491698,BOMBAY
46831,878.182,367.5692384,163.986975,2.241453862,0.894963679,47446,244.1865703,0.774040528,0.987037896,0.763087313,0.664328091,0.007848845,0.000943009,0.441331812,0.989224894,HOROZ
25603,591.657,224.5774511,145.8854859,1.539409144,0.76027626,25993,180.551245,0.825078148,0.98499596,0.91909564,0.80395981,0.008771529,0.002260437,0.646351377,0.99499922,DERMASON
21666,531.318,187.1686348,147.6309493,1.267814342,0.614702534,21877,166.0903609,0.810913991,0.990355168,0.964449616,0.887383514,0.008638818,0.0033043,0.787449501,0.998339771,DERMASON
20548,524.736,183.9652515,142.6723878,1.289424354,0.631298586,20825,161.7483421,0.759686483,0.986698679,0.937772948,0.87923312,0.008952952,0.003300366,0.77305088,0.996790631,DERMASON
68292,1035.332,402.7115718,218.4844239,1.843204951,0.840034319,69606,294.8763724,0.80004686,0.981122317,0.800608913,0.732227214,0.005896907,0.001045653,0.536156693,0.988246672,CALI
24767,597.703,226.9693901,139.2806607,1.629582952,0.789575102,25154,177.5790635,0.698448957,0.984614773,0.871189027,0.782392125,0.009164186,0.002118222,0.612137438,0.997528733,DERMASON
59688,964.218,351.1883989,217.1409106,1.617329493,0.785939663,60632,275.6757551,0.728044496,0.984430664,0.806763835,0.784979675,0.005883735,0.001378055,0.616193089,0.996587257,BARBUNYA
33090,653.809,228.406675,184.6885548,1.236712666,0.588365282,33352,205.2595833,0.769355964,0.992144399,0.972758069,0.898658427,0.006902589,0.002776965,0.807586968,0.998753033,SEKER
67013,974.899,357.4088587,240.1543992,1.488246144,0.740612973,67890,292.1020397,0.755978972,0.987082044,0.886032546,0.817277,0.005333426,0.001467787,0.667941694,0.994061651,CALI
170598,1620.307,614.4028157,357.4440405,1.718878331,0.813349954,172462,466.0602105,0.685226095,0.989191822,0.816562033,0.758558064,0.003601466,0.000735554,0.575410337,0.989060359,BOMBAY
38090,733.169,276.5891229,176.1024588,1.57061477,0.771117087,38613,220.2219205,0.730855575,0.986455339,0.890456378,0.796206005,0.007261463,0.001800138,0.633944002,0.995681813,SIRA
44648,808.725,310.6323563,183.9106347,1.689039662,0.805899464,45229,238.4273457,0.74552498,0.987154259,0.857847592,0.767554767,0.006957363,0.001489573,0.58914032,0.995081366,HOROZ
45413,851.184,356.4810558,162.7388862,2.190509374,0.889715806,46013,240.4612806,0.686733506,0.986960207,0.787667912,0.674541541,0.007849758,0.001002469,0.45500629,0.996695543,HOROZ
34794,671.293,236.6108792,187.4231531,1.262442101,0.610371182,35052,210.4782571,0.784974619,0.992639507,0.970264152,0.889554436,0.006800336,0.002626638,0.791307094,0.99897939,SEKER
64934,1005.197,393.1435875,211.6841501,1.857217875,0.842663986,66119,287.5352789,0.749598846,0.982077769,0.807569026,0.731374714,0.006054511,0.001068608,0.534908972,0.993442505,CALI
58481,926.502,348.7394788,214.4989431,1.625833087,0.788473062,59402,272.8741868,0.697447823,0.984495472,0.856114656,0.78245855,0.005963295,0.001378832,0.612241382,0.995402296,BARBUNYA
178573,1634.814,619.885914,373.2696081,1.660692166,0.798376522,183684,476.829325,0.664534328,0.97217504,0.839631962,0.769221101,0.003471331,0.000749688,0.591701102,0.982633384,BOMBAY
126503,1326.959,475.7724586,339.3818868,1.401879349,0.700830189,128220,401.3335547,0.771312725,0.986608953,0.902808585,0.843540956,0.003760958,0.001174635,0.711561345,0.997523155,BOMBAY
38294,771.058,306.0067702,160.3861358,1.907937795,0.851640669,38844,220.8108583,0.827191429,0.985840799,0.809406154,0.721588147,0.007990985,0.001336404,0.520689454,0.993443088,HOROZ
49991,911.824,329.2584334,193.819678,1.698787433,0.808384249,51285,252.290543,0.737417394,0.974768451,0.755578602,0.766238667,0.006586354,0.001400494,0.587121694,0.997394956,BARBUNYA
43871,814.595,328.4832516,170.8977177,1.922104379,0.854006029,44373,236.343589,0.643505684,0.988686814,0.830814213,0.719499664,0.00748748,0.001237764,0.517679766,0.995034545,HOROZ
35647,683.548,233.6041328,194.4070019,1.20162407,0.554465019,35993,213.0426484,0.771312965,0.99038702,0.958726687,0.911981504,0.006553262,0.002796285,0.831710264,0.999403073,SEKER
62080,952.938,352.9881785,225.4791303,1.565502661,0.769395693,62772,281.1453555,0.724345137,0.988975977,0.859077375,0.796472439,0.005686021,0.001411469,0.634368346,0.993105335,CALI
45030,842.585,343.6325296,168.215351,2.042813141,0.87199149,45623,239.4451434,0.630760611,0.98700217,0.797047794,0.696805811,0.007631191,0.001109735,0.485538338,0.991864097,HOROZ
64380,979.195,343.5301553,239.1536556,1.436441163,0.717881852,65278,286.3060633,0.796506161,0.986243451,0.843766856,0.83342338,0.005335976,0.001588021,0.694594531,0.997744176,BARBUNYA
56567,915.89,326.4419563,220.9832273,1.477225038,0.736033669,57388,268.3716478,0.72307653,0.985693873,0.847395935,0.822111382,0.00577089,0.001626092,0.675867124,0.998407838,BARBUNYA
35083,685.515,227.9847727,196.1941843,1.162036344,0.509351984,35477,211.3505688,0.782700846,0.988894213,0.938150821,0.927038093,0.00649844,0.002960596,0.859399625,0.998653599,SEKER
64109,981.018,373.4990076,220.4077647,1.694581895,0.807318419,65040,285.7028421,0.678043363,0.985685732,0.837095321,0.764936014,0.005826,0.001230412,0.585127106,0.991545799,CALI
34787,677.348,230.8566379,192.6459316,1.198346811,0.551033739,35126,210.4570836,0.726833957,0.990349029,0.952803043,0.911635401,0.006636291,0.002827417,0.831079104,0.995920994,SEKER
46267,854.523,341.6146656,174.9660702,1.952462356,0.85888185,47026,242.7117097,0.685223856,0.983859992,0.796221117,0.71048387,0.007383549,0.001160545,0.50478733,0.985578259,HOROZ
68374,1009.761,392.1127583,222.8151817,1.759811675,0.822861059,68994,295.0533522,0.766816948,0.991013711,0.8426819,0.752470676,0.005734823,0.001134118,0.566212118,0.996426696,CALI
25577,585.902,209.4219741,155.888184,1.343411468,0.667763414,25895,180.4595463,0.762718435,0.987719637,0.936288106,0.861703014,0.008187902,0.002784728,0.742532084,0.997526117,DERMASON
61786,966.634,327.7161336,241.1030575,1.359236739,0.677299928,62957,280.4788379,0.734219032,0.981400003,0.830951757,0.855859108,0.005304052,0.001755483,0.732494814,0.995633862,BARBUNYA
64531,980.585,386.0373463,215.9650235,1.787499383,0.828870342,65443,286.6416248,0.76415072,0.986064209,0.843349842,0.742523042,0.0059822,0.00112171,0.551340468,0.985520747,CALI
41487,815.9,299.046841,177.0814896,1.688752684,0.805825541,42483,229.8323062,0.68917572,0.976555328,0.783155548,0.76854952,0.007208206,0.001551295,0.590668365,0.997492788,BARBUNYA
182940,1636.335,624.297759,376.421904,1.658505396,0.797777077,185434,482.6245355,0.792689268,0.986550471,0.858566817,0.773067865,0.003412582,0.000751854,0.597633924,0.991179087,BOMBAY
43145,799.426,273.4029446,201.2668862,1.358409969,0.676813217,43812,234.379863,0.766123304,0.98477586,0.848367064,0.857268978,0.00633684,0.002111159,0.734910101,0.998309207,BARBUNYA
67882,989.45,380.7966196,228.2109532,1.668616752,0.800525428,68501,293.9898753,0.742756478,0.990963636,0.871318204,0.772039089,0.005609685,0.00122935,0.596044355,0.994569596,CALI
56277,944.618,335.3126339,213.9215297,1.567456227,0.770055958,57408,267.6828382,0.698243133,0.980298913,0.792553099,0.798308239,0.005958254,0.00149273,0.637296044,0.998933653,BARBUNYA
62222,983.348,376.8332561,214.7422165,1.754816832,0.821741765,64103,281.4667138,0.738119528,0.9706566,0.808610456,0.746926417,0.00605627,0.001162777,0.557899072,0.979010683,CALI
25306,589.45,220.5987438,146.1876275,1.50901104,0.748897654,25639,179.5009747,0.773694509,0.987011974,0.915249338,0.813698988,0.008717251,0.002357298,0.662106044,0.99912533,DERMASON
35464,741.988,278.138932,163.9807355,1.69616834,0.807721576,36088,212.4950993,0.822182037,0.982708934,0.809475706,0.763989053,0.007842853,0.001648171,0.583679273,0.990018304,HOROZ
35149,682.373,238.9292213,187.4223342,1.274817232,0.620222204,35509,211.5492774,0.782549648,0.989861725,0.948591369,0.885405629,0.006797611,0.002576945,0.783943127,0.999384208,SEKER
35798,743.142,295.1079192,156.380855,1.887110281,0.848053424,36549,213.4933939,0.728608646,0.979452242,0.814563628,0.723441765,0.008243699,0.001392888,0.523367987,0.987653109,HOROZ
47940,854.752,284.1537887,215.1572513,1.320679582,0.653199406,48828,247.0609313,0.760107817,0.981813713,0.824570213,0.869462035,0.00592728,0.002089477,0.75596423,0.998386523,BARBUNYA
